Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Coluna 7,Coluna 8,Coluna 9,Coluna 10,Coluna 11,Coluna 12,Coluna 13,Coluna 14,Coluna 15,Coluna 16,Coluna 17,Coluna 18,Coluna 19,Coluna 20,Coluna 21,Coluna 22,Coluna 23,Coluna 24,Coluna 25,Coluna 26,Coluna 27,Coluna 28,Coluna 29,Coluna 30,Coluna 31,Coluna 32,Coluna 33,Coluna 34,Coluna 35,Coluna 36,Coluna 37,Coluna 38,Coluna 39,Coluna 40,Coluna 41,Coluna 42,Coluna 43,Coluna 44,Coluna 45,Coluna 46,Coluna 47,Coluna 48,Coluna 49,Coluna 50,Coluna 51,Coluna 52,Coluna 53,Coluna 54,Coluna 55,Coluna 56,Coluna 57,Coluna 58,Coluna 59,Coluna 60,Coluna 61,Coluna 62,Coluna 63,Coluna 64,Coluna 65,Coluna 66,Coluna 67,Coluna 68,Coluna 69,Coluna 70,Coluna 71,Coluna 72,Coluna 73,Coluna 74,Coluna 75,Coluna 76,Coluna 77,Coluna 78,Coluna 79,Coluna 80,Coluna 81,Coluna 82,Coluna 83,Coluna 84,Coluna 85,Coluna 86,Coluna 87,Coluna 88,Coluna 89,Coluna 90,Coluna 91,Coluna 92,Coluna 93,Coluna 94,Coluna 95,Coluna 96,Coluna 97,Coluna 98,Coluna 99,Coluna 100
D352Y3,633,18/12/2019,QUA,5,5,3,2,2,2,2,2,2,2,2,2,2,2,8,3,6,5,8,3,4,5,7,10,10,8,10,2,5,2,10,6,3,3,5,6,10,3,5,8,9,3,9,5,8,5,7,4,3,4,3,4,3,5,9,6,4,4,5,10,10,6,3,4,2,7,6,10,8,5,10,4,3,6,5,4,9,5,4,4,3,4,8,9,8,3,3,8,10,4,8,2,9,10,4,6
D353Y3,603,19/12/2019,QUI,2,3,3,2,2,2,2,2,2,2,2,2,2,8,2,5,10,10,9,9,8,10,9,9,8,10,10,4,10,10,6,8,6,6,4,3,7,3,2,2,3,2,9,2,5,2,7,6,10,4,8,3,9,9,6,9,6,9,4,6,10,3,10,5,4,10,8,8,5,10,7,7,10,4,4,3,8,3,2,5,5,3,9,3,2,10,4,7,10,10,7,2,3,5,6,8
D354Y3,509,20/12/2019,SEX,3,2,5,2,2,2,2,2,2,2,2,2,2,8,3,6,2,6,5,8,3,3,5,3,6,8,9,10,10,6,4,2,6,9,3,6,6,5,8,4,6,5,9,10,3,3,3,3,7,2,8,5,10,3,4,3,7,6,2,3,4,7,8,4,5,9,7,7,7,3,8,5,9,7,10,10,6,3,6,6,10,10,7,10,5,7,8,9,2,9,2,8,7,8,8,5
D355Y3,531,21/12/2019,SÁB,2,4,5,2,2,2,2,2,2,2,2,2,2,10,6,10,6,2,10,3,3,6,10,3,3,3,10,7,10,5,3,6,4,4,9,6,4,8,3,4,5,8,5,10,9,9,8,5,5,4,5,3,10,9,5,2,5,8,8,3,6,10,7,10,3,4,3,8,6,5,9,10,8,6,6,5,6,3,8,2,8,8,4,8,2,7,3,5,6,7,9,3,7,9,2,4
D356Y3,1017,22/12/2019,DOM,3,2,2,2,2,2,2,2,2,2,2,2,2,5,3,6,9,5,10,6,10,9,8,4,7,4,10,5,9,4,5,8,8,4,7,2,5,3,8,10,9,2,9,2,4,4,7,5,9,2,10,9,8,7,5,2,2,9,2,3,4,10,2,8,6,7,9,6,4,7,7,2,4,6,4,8,8,4,7,8,3,10,8,6,6,6,2,4,4,4,8,6,8,10,4,10
D357Y3,1108,23/12/2019,SEG,5,5,5,2,2,2,2,2,2,2,2,2,2,9,10,4,5,7,7,6,6,10,9,8,6,5,4,7,4,6,9,9,4,2,4,2,2,7,10,4,2,8,10,7,7,3,5,6,6,5,10,8,3,7,8,4,4,6,10,5,8,2,6,4,3,9,2,10,3,6,3,9,8,2,7,8,9,7,8,9,5,4,2,3,6,9,5,9,4,4,10,2,3,2,5,8
D358Y3,810,24/12/2019,TER,2,4,5,2,2,2,2,2,2,2,2,2,2,6,5,10,8,5,5,4,10,4,5,10,7,9,10,8,7,6,9,4,7,6,5,5,2,5,8,4,2,6,5,5,4,8,2,4,3,8,5,4,2,6,5,10,8,6,5,6,7,3,10,6,8,5,8,4,7,6,10,3,10,7,7,5,6,5,8,6,6,7,6,9,6,2,5,3,2,2,4,2,9,2,9,6
D359Y3,1090,25/12/2019,QUA,5,5,4,2,2,2,2,2,2,2,2,2,2,2,8,8,4,3,10,9,7,8,2,7,6,3,9,7,2,4,10,3,9,7,2,2,4,4,5,7,8,3,7,3,4,10,2,8,10,4,2,3,3,4,3,2,6,9,3,5,7,2,5,7,2,9,10,4,2,7,8,2,7,6,10,6,2,6,8,7,5,9,8,2,3,5,5,9,2,4,6,3,8,9,6,5
D360Y3,851,26/12/2019,QUI,5,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,8,4,4,3,10,7,10,10,10,9,2,10,6,8,9,2,9,2,6,4,3,8,10,6,10,2,8,7,4,6,2,10,8,7,4,2,10,9,6,7,2,3,5,4,6,2,2,10,7,7,9,7,3,8,3,9,2,6,9,8,10,10,9,6,2,10,7,8,2,5,10,3,10,5,9,8,6,4,2,5
D361Y3,524,27/12/2019,SEX,4,3,2,2,2,2,2,2,2,2,2,2,2,9,8,7,6,5,6,4,5,2,9,7,7,7,3,3,10,10,2,10,5,9,6,10,5,6,5,4,3,6,8,6,6,9,6,7,2,7,4,10,7,10,8,10,7,9,7,2,5,2,3,5,9,7,3,3,9,5,2,2,5,6,3,3,9,2,10,4,7,7,10,4,10,6,4,4,8,4,2,5,9,10,8,10
D362Y3,1021,28/12/2019,SÁB,2,4,5,2,2,2,2,2,2,2,2,2,2,8,5,7,3,5,2,5,4,9,5,6,9,9,10,3,2,10,5,5,6,8,5,4,2,8,5,10,10,3,2,9,5,10,3,3,9,8,2,2,10,6,9,4,3,7,10,10,2,6,7,9,5,4,9,5,7,2,7,4,8,10,8,9,9,7,2,6,6,9,10,7,2,6,5,3,5,4,8,4,3,6,7,10
D363Y3,803,29/12/2019,DOM,5,3,4,2,2,2,2,2,2,2,2,2,2,8,9,9,4,10,2,3,9,2,2,5,4,7,3,7,4,10,9,4,7,4,2,4,5,3,2,6,2,2,2,4,3,4,9,9,5,2,8,5,4,8,5,7,10,3,2,2,3,7,3,5,5,10,8,3,10,5,8,6,6,4,3,10,8,5,9,5,8,8,8,10,6,10,10,2,6,4,7,4,4,10,7,3
D364Y3,818,30/12/2019,SEG,3,4,4,2,2,2,2,2,2,2,2,2,2,8,5,6,7,4,2,6,6,10,2,6,4,5,6,9,6,9,10,2,9,10,3,9,3,4,2,6,10,7,10,4,8,9,5,10,7,9,8,6,9,8,5,2,8,3,4,2,10,4,3,10,7,3,5,7,3,5,6,7,10,3,6,9,10,3,6,5,6,3,8,9,8,3,3,2,2,2,3,7,3,4,10,9
D365Y3,1151,31/12/2019,TER,2,4,2,2,2,2,2,2,2,2,2,2,2,4,8,4,8,3,3,2,7,4,6,8,4,3,6,9,5,4,2,2,4,7,3,4,10,7,6,6,10,4,10,8,10,5,7,7,6,4,7,7,7,8,2,9,5,8,10,6,8,9,8,2,4,8,10,9,6,2,5,5,5,4,4,3,4,3,8,6,6,5,4,6,3,10,8,6,8,10,5,2,7,9,2,9
D1Y4,1096,01/01/2022,SÁB,3,3,3,2,2,2,2,2,2,2,2,2,2,9,5,3,6,9,10,4,3,8,2,3,7,8,9,10,5,8,2,3,9,7,7,7,3,2,5,8,7,10,8,5,9,3,3,8,2,6,4,2,4,8,10,5,4,6,5,4,3,10,4,10,4,4,7,9,9,4,10,7,5,6,3,4,10,3,3,9,5,8,9,8,2,6,7,3,5,4,6,2,3,3,3,7
D2Y4,910,02/01/2022,DOM,4,4,4,2,2,2,2,2,2,2,2,2,2,6,2,3,4,3,2,3,9,6,4,5,7,6,6,9,9,4,5,3,8,8,9,5,2,7,9,4,6,9,3,2,7,7,9,2,6,8,5,7,2,7,7,9,7,6,5,4,3,6,4,9,8,2,7,8,5,8,8,7,10,3,10,9,9,6,6,5,10,4,2,9,2,10,8,9,8,5,2,2,10,10,9,7
D3Y4,982,03/01/2022,SEG,2,4,5,2,2,2,2,2,2,2,2,2,2,5,3,8,8,4,7,2,9,5,5,5,6,10,5,8,2,2,6,3,8,7,9,5,5,8,2,9,9,3,10,9,7,5,8,5,8,3,4,10,2,10,9,2,3,7,9,4,2,8,4,4,7,5,3,10,7,5,3,7,3,9,4,9,2,7,4,2,5,9,5,6,4,6,2,10,5,3,4,6,6,10,5,9
D4Y4,910,04/01/2022,TER,4,2,5,2,2,2,2,2,2,2,2,2,2,2,4,7,7,7,2,2,5,4,10,10,7,4,5,4,5,10,9,2,2,6,3,3,8,10,7,10,2,7,10,4,7,8,8,3,7,3,6,7,7,4,4,6,5,7,4,3,9,3,2,8,8,10,4,8,7,7,7,7,6,5,3,6,5,5,7,2,2,4,8,9,7,3,7,6,4,3,6,5,2,4,10,10
D5Y4,1073,05/01/2022,QUA,5,4,2,2,2,2,2,2,2,2,2,2,2,4,9,4,5,4,7,6,5,7,7,9,5,10,3,4,4,8,8,3,8,4,3,4,4,3,8,9,10,10,7,2,4,6,3,2,3,3,7,3,3,9,8,9,2,8,10,10,9,10,6,8,3,6,10,3,7,10,7,7,10,4,9,2,8,5,9,7,4,8,9,5,2,4,10,2,9,7,10,8,8,4,10,8
D6Y4,1155,06/01/2022,QUI,4,3,5,2,2,2,2,2,2,2,2,2,2,9,9,5,7,10,6,6,3,2,3,6,4,2,7,6,7,9,7,5,6,9,8,8,3,7,7,10,5,8,6,10,6,2,10,4,5,9,4,10,5,9,7,9,6,3,8,2,2,2,10,7,9,4,10,2,3,7,4,9,10,3,4,8,7,8,10,3,8,2,10,2,7,9,9,9,3,6,2,8,5,3,6,4
D7Y4,631,07/01/2022,SEX,2,5,4,2,2,2,2,2,2,2,2,2,2,5,7,4,3,10,6,7,5,3,9,2,4,6,5,7,2,3,10,6,6,7,7,9,5,5,9,9,5,7,7,4,4,7,6,3,10,9,2,5,9,5,4,3,8,4,10,2,9,6,6,2,6,10,10,5,2,10,9,3,4,9,8,4,2,7,7,4,9,10,7,9,5,9,7,3,8,9,8,8,6,2,7,9
D8Y4,522,08/01/2022,SÁB,2,3,2,2,2,2,2,2,2,2,2,2,2,8,5,2,9,5,6,7,2,3,5,4,3,6,7,8,3,4,6,3,8,10,3,3,5,7,2,6,7,9,10,3,10,5,3,4,8,9,9,5,3,10,7,6,2,10,9,7,7,3,3,6,10,6,4,4,2,8,4,6,9,3,2,10,9,7,9,6,5,7,7,4,9,10,4,6,6,3,8,10,7,5,10,10
D9Y4,927,09/01/2022,DOM,5,2,3,2,2,2,2,2,2,2,2,2,2,3,7,9,8,3,5,8,3,6,4,9,3,6,6,8,7,4,10,6,5,4,7,7,9,3,7,4,5,4,2,6,8,8,10,7,10,9,4,6,5,5,6,4,10,9,7,5,3,5,7,3,4,5,9,6,9,8,3,4,2,6,4,2,6,9,3,10,10,7,9,9,8,6,5,7,3,10,4,5,9,4,9,2
D10Y4,844,10/01/2022,SEG,5,5,4,2,2,2,2,2,2,2,2,2,2,3,8,8,2,2,10,3,9,9,9,9,5,4,7,4,3,9,5,2,4,3,3,7,4,7,8,7,4,2,5,4,6,10,5,4,7,3,9,2,10,7,6,5,5,4,2,10,7,9,10,8,6,5,4,9,4,7,6,5,5,10,9,2,2,4,5,10,9,9,6,9,2,5,5,4,4,8,2,10,8,2,7,2
D11Y4,1013,11/01/2022,TER,3,5,4,2,2,2,2,2,2,2,2,2,2,9,7,8,4,5,4,8,9,8,7,4,10,2,4,6,3,4,4,3,6,8,9,2,5,5,10,3,3,2,7,7,8,10,8,7,10,3,8,2,9,3,2,7,10,2,8,8,3,4,7,4,7,4,7,5,6,10,9,8,7,7,2,2,2,8,5,9,6,7,10,9,8,5,6,7,4,8,3,2,9,6,2,9
D12Y4,1007,12/01/2022,QUA,5,3,2,2,2,2,2,2,2,2,2,2,2,7,7,2,6,2,3,9,2,10,3,8,9,3,9,10,9,7,7,6,6,4,8,3,4,8,3,8,10,4,9,10,8,5,3,10,3,9,6,5,9,2,8,5,10,9,3,8,10,5,2,6,9,10,3,10,4,10,6,5,9,8,4,7,5,2,10,8,4,7,4,10,9,2,8,4,6,7,2,4,10,3,8,10
D13Y4,802,13/01/2022,QUI,3,4,2,2,2,2,2,2,2,2,2,2,2,6,3,4,9,8,5,9,10,10,5,5,9,2,10,2,6,8,10,7,10,10,9,10,6,5,6,2,6,9,6,5,5,10,6,3,4,4,6,8,9,6,2,3,9,10,7,10,9,8,2,4,5,5,3,4,2,10,7,6,3,5,2,8,2,4,5,9,7,7,8,8,4,2,4,4,3,4,2,8,6,10,8,9
D14Y4,694,14/01/2022,SEX,2,3,2,2,2,2,2,2,2,2,2,2,2,5,7,4,5,6,8,7,9,5,5,6,3,6,2,4,10,7,9,3,10,6,5,9,3,5,4,6,4,8,3,3,8,7,5,10,8,5,8,2,8,10,8,8,9,7,7,4,9,10,10,2,8,9,9,8,9,6,6,2,7,10,5,4,6,10,10,6,6,3,7,4,10,9,2,4,2,6,8,4,6,2,9,4
D15Y4,1137,15/01/2022,SÁB,4,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,4,9,7,8,8,8,4,8,7,9,2,7,4,4,2,10,4,8,6,9,6,2,3,9,8,5,10,3,3,8,6,3,7,5,2,10,7,9,4,5,3,10,10,4,5,6,5,3,8,3,6,5,4,4,8,7,8,10,10,6,9,4,9,3,7,10,4,2,9,7,8,3,8,9,10,6,3,3,5,2
D16Y4,549,16/01/2022,DOM,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,7,7,2,7,8,5,5,8,7,7,7,6,3,4,2,8,8,4,2,4,6,8,3,4,4,9,5,2,2,5,3,10,3,6,6,10,2,6,8,8,2,5,8,7,9,4,10,6,8,10,5,10,8,4,4,10,4,3,7,10,4,10,7,9,10,9,8,3,2,5,4,3,7,9,5,2,3,8,3
D17Y4,731,17/01/2022,SEG,3,5,2,2,2,2,2,2,2,2,2,2,2,7,4,2,10,8,7,2,8,3,8,8,5,7,7,2,3,10,3,3,10,5,8,9,7,6,8,7,6,2,9,10,8,9,7,6,10,8,2,5,7,2,8,4,6,7,7,9,4,6,5,8,5,10,3,2,2,3,8,6,5,3,9,3,9,5,10,7,7,5,8,5,10,9,6,5,5,8,7,7,10,3,6,6
D18Y4,1165,18/01/2022,TER,5,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,7,6,4,6,4,2,5,7,6,6,9,2,2,2,5,5,3,7,4,8,7,10,8,3,10,3,4,4,10,6,4,6,8,4,7,6,9,4,6,8,8,5,7,2,7,7,3,8,5,10,9,8,8,4,7,8,4,10,5,3,9,6,5,10,6,4,3,9,2,10,2,4,3,2,4,5,3,6,6,4
D19Y4,819,19/01/2022,QUA,4,5,5,2,2,2,2,2,2,2,2,2,2,3,2,8,8,5,5,3,6,2,6,8,2,3,9,4,9,4,8,5,3,5,4,3,2,8,8,10,5,4,4,3,5,8,2,10,10,7,3,8,3,9,10,8,4,2,7,7,5,7,6,9,3,6,2,9,6,9,10,10,4,10,2,2,5,6,10,5,5,9,2,10,3,8,8,4,3,4,7,6,2,10,10,2
D20Y4,515,20/01/2022,QUI,2,4,2,2,2,2,2,2,2,2,2,2,2,3,10,3,5,9,10,10,4,9,3,10,4,3,3,4,3,10,9,9,2,9,3,9,8,5,3,3,7,6,9,3,4,2,7,7,10,10,10,6,2,8,2,7,5,5,8,7,7,10,9,7,2,7,4,10,6,9,4,5,7,6,9,5,2,4,8,2,2,6,8,3,10,4,10,8,9,8,6,3,5,3,9,3
D21Y4,756,21/01/2022,SEX,5,3,2,2,2,2,2,2,2,2,2,2,2,8,5,7,4,5,6,10,3,4,3,5,4,9,7,6,3,8,7,2,6,2,2,5,9,7,3,10,6,4,8,5,10,10,6,6,4,3,6,9,7,6,2,8,6,7,3,3,3,3,7,7,2,2,5,9,3,3,7,2,7,7,4,10,8,8,6,6,10,7,2,5,2,2,6,2,10,10,6,7,10,6,8,6
D22Y4,702,22/01/2022,SÁB,5,5,5,2,2,2,2,2,2,2,2,2,2,2,6,4,8,2,10,7,3,6,9,3,9,3,4,8,8,5,4,7,8,10,9,9,3,2,9,3,6,2,3,2,10,6,4,10,3,10,3,6,4,8,4,2,3,10,10,4,10,7,8,7,2,2,3,5,5,4,7,2,3,7,3,3,2,10,6,5,5,3,5,3,8,8,5,4,8,2,7,7,6,5,5,9
D23Y4,962,23/01/2022,DOM,4,2,5,2,2,2,2,2,2,2,2,2,2,10,7,4,7,4,3,3,3,2,5,6,3,8,4,5,8,5,3,7,8,7,3,2,4,2,9,4,9,8,10,9,5,3,10,2,5,4,4,5,3,2,3,4,10,3,2,8,2,10,5,9,6,5,7,9,2,6,5,6,9,3,4,2,9,6,7,7,2,5,2,3,5,5,4,4,5,9,9,9,7,8,10,4
D24Y4,912,24/01/2022,SEG,3,5,3,2,2,2,2,2,2,2,2,2,2,7,8,4,2,7,4,2,8,3,5,5,9,6,3,9,5,5,8,9,5,7,9,10,9,2,5,5,3,9,8,4,10,9,2,9,4,10,2,2,7,4,6,3,8,9,10,4,6,2,2,8,6,6,2,2,7,2,10,2,7,2,4,2,7,9,5,2,5,6,3,3,10,10,2,3,4,7,5,10,4,6,6,5
D25Y4,734,25/01/2022,TER,2,5,3,2,2,2,2,2,2,2,2,2,2,3,7,7,10,6,6,10,9,5,3,8,7,10,6,2,3,7,2,8,5,2,6,8,4,10,6,4,6,2,2,7,6,8,5,3,6,10,3,8,7,10,10,4,6,9,5,2,9,2,4,2,4,6,5,5,8,2,4,10,6,4,10,5,6,4,7,5,4,10,6,6,10,9,5,5,7,3,4,3,8,5,8,9
D26Y4,913,26/01/2022,QUA,2,3,3,2,2,2,2,2,2,2,2,2,2,4,3,5,9,6,8,7,2,3,10,4,5,10,3,6,9,10,8,7,6,7,3,7,10,2,5,10,4,10,8,9,5,2,9,7,10,8,8,9,6,5,9,3,7,9,10,2,9,4,6,7,8,2,4,3,9,6,10,8,8,5,5,10,3,8,3,3,9,3,6,4,10,7,9,6,5,10,5,7,7,10,7,4
D27Y4,686,27/01/2022,QUI,3,5,4,2,2,2,2,2,2,2,2,2,2,7,10,7,10,4,2,8,3,6,3,3,4,6,2,2,10,9,5,3,10,10,8,6,7,8,9,5,10,2,7,4,7,3,6,3,8,2,3,3,10,4,5,10,3,6,4,10,6,9,3,4,4,7,8,5,7,2,6,3,3,6,5,3,4,3,5,3,9,10,9,10,7,3,8,10,6,6,8,5,8,7,7,7
D28Y4,1014,28/01/2022,SEX,4,3,2,2,2,2,2,2,2,2,2,2,2,10,7,8,4,2,6,7,10,8,10,4,4,7,3,6,5,9,3,8,7,5,7,2,7,3,7,10,2,9,4,2,10,3,4,9,6,7,6,3,6,5,2,6,3,3,9,7,5,8,10,3,7,4,4,7,3,8,8,6,7,7,3,3,3,8,3,6,3,8,9,4,4,10,9,9,4,7,6,9,7,2,5,7
D29Y4,1102,29/01/2022,SÁB,5,4,2,2,2,2,2,2,2,2,2,2,2,3,5,6,8,4,2,7,4,8,5,4,8,2,3,8,10,10,4,4,10,7,7,10,3,10,2,9,6,2,8,7,3,7,3,8,7,2,6,2,7,6,4,6,2,10,9,5,2,10,2,2,5,6,9,7,7,2,9,5,6,2,5,2,6,4,2,8,7,4,7,3,10,9,10,8,5,6,5,8,6,8,4,10
D30Y4,727,30/01/2022,DOM,2,5,2,2,2,2,2,2,2,2,2,2,2,8,7,4,4,8,9,4,9,4,2,10,10,9,7,5,3,6,5,5,4,3,3,4,6,4,3,7,6,6,4,5,9,7,3,9,9,5,7,3,5,2,7,2,7,7,10,4,9,2,3,3,10,5,2,3,8,10,6,2,7,10,9,9,2,2,2,5,4,5,6,2,8,9,3,10,6,2,2,4,8,2,3,2
D31Y4,800,31/01/2022,SEG,2,2,2,2,2,2,2,2,2,2,2,2,2,10,8,7,9,2,10,10,10,6,3,9,10,8,9,7,4,6,9,3,8,2,9,5,7,4,2,4,7,9,2,2,4,5,9,4,8,3,7,7,7,6,2,3,8,4,8,5,7,10,2,7,3,6,3,8,8,2,9,6,10,10,4,9,7,5,6,8,8,9,4,6,7,5,3,6,4,5,2,6,5,4,3,9
D32Y4,1113,01/02/2022,TER,2,5,3,2,2,2,2,2,2,2,2,2,2,4,3,4,10,8,3,4,4,7,6,3,7,8,7,6,8,10,4,6,6,10,4,9,2,7,10,5,7,7,9,8,6,2,3,6,5,4,2,4,7,10,2,9,8,7,5,6,5,10,5,2,9,3,5,3,10,10,10,3,7,4,9,5,7,2,3,8,7,10,10,2,2,6,5,5,5,9,7,8,7,3,5,2
D33Y4,621,02/02/2022,QUA,2,5,2,2,2,2,2,2,2,2,2,2,2,4,6,10,2,6,3,10,3,3,8,6,10,10,9,2,8,10,2,6,2,2,2,8,5,4,6,7,6,8,9,9,8,8,9,10,10,10,4,6,5,8,8,6,2,2,3,2,6,10,7,8,3,4,10,9,5,7,3,9,5,6,3,2,6,7,2,2,5,6,5,6,5,2,7,2,7,3,10,3,2,5,4,10
D34Y4,699,03/02/2022,QUI,2,3,4,2,2,2,2,2,2,2,2,2,2,7,10,6,7,4,8,6,10,3,8,3,6,10,7,3,3,3,8,6,7,6,4,10,7,3,10,7,10,5,3,8,8,5,6,10,7,10,8,4,2,4,2,8,8,5,2,9,4,6,7,5,6,6,9,7,2,9,8,4,8,5,3,4,7,4,10,7,7,9,4,2,8,9,2,8,4,4,2,5,5,4,2,8
D35Y4,776,04/02/2022,SEX,5,3,4,2,2,2,2,2,2,2,2,2,2,8,7,10,9,4,9,3,2,7,8,10,5,5,7,4,7,4,2,7,8,7,10,3,2,6,5,7,4,6,3,9,5,9,8,9,3,6,10,9,7,8,10,4,3,2,2,8,5,7,6,2,6,10,8,5,2,8,10,8,5,4,10,6,10,7,7,6,7,10,9,7,8,5,2,3,3,10,3,10,4,2,3,2
D36Y4,1183,05/02/2022,SÁB,5,5,4,2,2,2,2,2,2,2,2,2,2,3,2,2,9,4,3,2,3,6,9,4,7,2,10,5,2,8,4,4,7,4,8,8,7,2,8,2,5,10,5,4,2,7,8,7,2,10,4,9,5,10,10,8,4,9,2,5,2,8,8,6,8,4,9,4,2,9,9,2,6,5,3,10,9,10,4,9,9,3,7,6,10,7,6,9,2,6,9,10,6,5,8,8
D37Y4,636,06/02/2022,DOM,2,4,4,2,2,2,2,2,2,2,2,2,2,5,10,9,3,6,7,9,8,10,4,6,2,8,3,8,7,4,6,10,3,7,8,2,7,4,7,5,2,6,7,4,7,10,4,8,8,9,2,10,2,5,5,5,6,8,4,7,9,8,3,4,3,7,3,9,6,6,10,4,3,6,3,6,4,5,4,8,8,6,7,8,9,6,9,4,2,8,4,3,6,10,6,8
D38Y4,748,07/02/2022,SEG,3,4,3,2,2,2,2,2,2,2,2,2,2,8,2,5,8,10,9,2,7,6,5,9,9,5,3,3,6,6,8,5,7,2,4,2,2,2,10,10,5,10,3,7,6,2,6,2,6,6,6,10,6,3,7,10,10,4,10,10,10,5,9,2,5,6,9,4,5,5,10,8,8,9,3,4,4,4,5,4,10,3,10,5,10,2,7,5,7,9,9,4,7,2,7,7
D39Y4,677,08/02/2022,TER,4,4,2,2,2,2,2,2,2,2,2,2,2,4,5,7,8,7,8,2,9,4,5,4,2,3,5,10,8,8,6,8,2,5,2,8,3,10,9,4,3,2,6,10,10,8,7,10,4,4,8,7,10,4,7,5,4,10,4,4,8,7,3,6,7,4,3,2,10,10,4,10,2,2,9,4,8,7,9,7,4,6,7,8,8,7,10,10,8,6,10,9,8,7,3,3
D40Y4,540,09/02/2022,QUA,4,2,4,2,2,2,2,2,2,2,2,2,2,10,6,9,10,8,6,4,9,2,8,5,3,10,10,5,8,5,10,5,2,3,7,2,2,3,3,4,7,10,6,7,9,4,4,6,5,10,5,5,3,7,7,6,4,8,2,7,8,6,2,5,3,6,5,10,6,3,3,6,5,10,8,10,7,3,2,5,5,2,3,9,3,9,3,4,3,6,9,7,10,8,7,10
D41Y4,1185,10/02/2022,QUI,3,3,5,2,2,2,2,2,2,2,2,2,2,10,6,7,7,3,3,8,2,8,9,4,10,3,7,7,7,3,2,4,2,7,3,6,3,9,10,2,5,5,2,10,9,3,7,5,9,8,6,10,8,9,6,6,2,5,4,2,10,10,3,10,10,6,8,7,5,3,3,6,8,9,7,4,2,8,7,6,9,6,3,9,5,8,10,5,3,5,8,6,7,7,10,3
D42Y4,813,11/02/2022,SEX,4,2,4,2,2,2,2,2,2,2,2,2,2,10,4,2,6,8,2,4,2,2,9,4,2,4,6,2,6,5,8,3,7,3,4,2,6,6,6,5,4,2,8,8,7,7,8,3,5,2,10,9,5,4,9,7,2,3,10,10,6,5,2,5,4,8,4,2,2,8,10,9,2,4,3,10,9,5,4,8,10,3,9,10,9,6,5,10,8,10,5,6,8,9,4,2
D43Y4,730,12/02/2022,SÁB,2,3,5,2,2,2,2,2,2,2,2,2,2,4,8,5,8,10,3,3,4,8,2,9,9,3,4,4,8,6,3,8,3,8,5,2,10,6,7,9,5,4,3,6,10,9,2,4,6,4,10,7,3,8,9,5,8,2,9,9,8,8,3,2,7,9,6,10,3,8,5,10,4,5,7,8,5,2,4,3,8,2,8,8,6,5,9,7,6,3,6,9,6,5,5,4
D44Y4,707,13/02/2022,DOM,5,3,2,2,2,2,2,2,2,2,2,2,2,2,8,3,8,10,5,9,8,8,2,7,7,8,10,4,7,7,10,4,7,4,3,4,2,7,8,2,3,4,9,6,7,7,3,9,10,8,4,6,10,9,7,2,3,2,8,8,5,7,5,5,3,10,6,4,5,8,10,3,10,7,6,7,10,5,2,10,9,5,8,9,2,7,8,8,3,4,5,4,3,9,10,9
D45Y4,685,14/02/2022,SEG,2,3,3,2,2,2,2,2,2,2,2,2,2,4,4,9,7,9,7,5,10,5,10,4,9,4,8,2,9,2,7,5,2,9,4,4,8,8,2,8,3,5,3,5,8,8,5,7,9,8,3,6,2,4,2,8,10,2,7,7,10,8,10,4,7,2,6,10,10,10,4,3,10,3,9,8,7,2,2,4,6,8,7,4,9,5,10,5,2,2,2,9,7,4,6,3
D46Y4,1164,15/02/2022,TER,4,4,5,2,2,2,2,2,2,2,2,2,2,5,4,4,8,2,5,9,5,3,3,8,9,9,9,3,8,7,7,3,7,9,9,8,6,9,3,7,4,6,9,3,6,5,6,3,3,6,3,5,3,5,9,3,5,6,8,9,5,6,4,7,6,7,8,2,4,2,5,2,4,4,6,7,6,4,7,8,2,6,7,6,10,7,7,6,2,5,8,8,4,2,7,9
D47Y4,844,16/02/2022,QUA,2,3,4,2,2,2,2,2,2,2,2,2,2,5,7,2,9,4,3,5,7,4,7,10,6,9,3,10,7,6,5,5,7,6,7,9,7,2,6,8,7,9,6,9,2,7,6,10,3,7,2,8,3,5,2,7,4,2,9,8,6,10,10,3,8,4,6,7,8,10,7,8,9,9,8,9,3,6,3,4,5,8,10,4,9,7,2,10,4,3,10,10,5,8,9,3
D48Y4,754,17/02/2022,QUI,2,4,2,2,2,2,2,2,2,2,2,2,2,10,7,7,7,10,10,10,10,5,6,6,7,10,9,7,2,7,4,8,7,10,3,3,8,7,4,10,2,4,3,9,10,9,6,2,5,4,3,10,4,2,10,8,5,2,4,9,9,3,6,5,6,2,3,2,10,5,7,7,2,4,3,7,2,3,8,8,9,8,10,6,6,4,2,2,3,6,2,10,4,3,3,4
